Row,CMPP,RPPV,TIME_1900,RCPP,SOLSTATE,EMA
510258,3.12752,297.3758,44194.794550481,4.22752,0,297.3758
510275,3.126221,297.3758,44194.794563074,4.226221,0,297.3758
510292,3.12752,297.3758,44194.794575666,4.22752,0,297.3758
510309,3.12752,297.3758,44194.794588258,4.22752,0,297.3758
510326,3.126221,297.3758,44194.794600852,4.226221,0,297.3758
510343,3.12752,276.1347,44194.794613444,4.22752,0,276.1347
510360,3.126221,276.1347,44194.794626037,4.226221,0,276.1347
510377,3.12752,276.1347,44194.794638629,4.22752,0,276.1347
510394,3.12752,276.1347,44194.794651221,4.22752,0,276.1347
510411,3.126221,276.1347,44194.794663815,4.226221,0,276.1347
510428,3.12752,276.1347,44194.794676407,4.22752,0,276.1347
510445,3.126221,276.1347,44194.794689000,4.226221,0,276.1347
510462,3.12752,276.1347,44194.794701592,4.22752,0,276.1347
510479,3.12752,276.1347,44194.794714184,4.22752,0,276.1347
510496,3.12752,276.1347,44194.794726778,4.22752,0,276.1347
510513,3.12752,276.1347,44194.794739370,4.22752,0,276.1347
510530,3.12752,276.1347,44194.794751963,4.22752,0,276.1347
510547,3.12752,276.1347,44194.794764555,4.22752,0,276.1347
510564,3.126221,276.1347,44194.794777147,4.226221,0,276.1347
510581,3.12752,276.1347,44194.794789741,4.22752,0,276.1347
510598,3.126221,276.1347,44194.794802333,4.226221,0,276.1347
510615,3.12752,276.1347,44194.794814926,4.22752,0,276.1347
510632,3.12752,254.8935,44194.794827518,4.22752,0,254.8935
510649,3.12752,254.8935,44194.794840110,4.22752,0,254.8935
510666,3.128823,254.8935,44194.794852704,4.228823,0,254.8935
510683,3.12752,254.8935,44194.794865295,4.22752,0,254.8935
510700,3.12752,254.8935,44194.794877887,4.22752,0,254.8935
510717,3.126221,254.8935,44194.794890481,4.226221,0,254.8935
510734,3.12752,254.8935,44194.794903073,4.22752,0,254.8935
510751,3.128823,254.8935,44194.794915667,4.228823,0,254.8935
510768,3.12752,254.8935,44194.794928258,4.22752,0,254.8935
510785,3.12752,254.8935,44194.794940852,4.22752,0,254.8935
510802,3.12752,254.8935,44194.794953444,4.22752,0,254.8935
510819,3.128823,254.8935,44194.794966036,4.228823,0,254.8935
510836,3.12752,254.8935,44194.794978630,4.22752,0,254.8935
510853,3.126221,254.8935,44194.794991221,4.226221,0,254.8935
510870,3.12752,254.8935,44194.795003813,4.22752,0,254.8935
510887,3.126221,254.8935,44194.795016407,4.226221,0,254.8935
510904,3.12752,254.8935,44194.795028999,4.22752,0,254.8935
510921,3.12752,254.8935,44194.795041593,4.22752,0,254.8935
510938,3.12752,254.8935,44194.795054184,4.22752,0,254.8935
510955,3.12752,254.8935,44194.795066776,4.22752,0,254.8935
510972,3.126221,233.6525,44194.795079370,4.226221,0,233.6525
510989,3.12752,233.6525,44194.795091962,4.22752,0,233.6525
511006,3.12752,233.6525,44194.795104556,4.22752,0,233.6525
511023,3.12752,233.6525,44194.795117147,4.22752,0,233.6525
511040,3.12752,233.6525,44194.795129739,4.22752,0,233.6525
511057,3.12752,233.6525,44194.795142333,4.22752,0,233.6525
511074,3.12752,233.6525,44194.795154925,4.22752,0,233.6525
511091,3.12752,233.6525,44194.795167518,4.22752,0,233.6525
511108,3.12752,233.6525,44194.795180110,4.22752,0,233.6525
511125,3.12752,233.6525,44194.795192702,4.22752,0,233.6525
511142,3.12752,233.6525,44194.795205296,4.22752,0,233.6525
511159,3.126221,233.6525,44194.795217888,4.226221,0,233.6525
511176,3.12752,233.6525,44194.795230482,4.22752,0,233.6525
511193,3.128823,233.6525,44194.795243073,4.228823,0,233.6525
511210,3.12752,233.6525,44194.795255665,4.22752,0,233.6525
511227,3.128823,233.6525,44194.795268259,4.228823,0,233.6525
511244,3.12752,233.6525,44194.795280851,4.22752,0,233.6525
511261,3.12752,233.6525,44194.795293444,4.22752,0,233.6525
511278,3.12752,233.6525,44194.795306036,4.22752,0,233.6525
511295,3.12752,233.6525,44194.795318628,4.22752,0,233.6525
511312,3.12752,233.6525,44194.795331222,4.22752,0,233.6525
511329,3.126221,212.4114,44194.795343814,4.226221,0,212.4114
511346,3.12752,212.4114,44194.795356407,4.22752,0,212.4114
511363,3.12752,212.4114,44194.795368999,4.22752,0,212.4114
511380,3.12752,212.4114,44194.795381591,4.22752,0,212.4114
511397,3.12752,212.4114,44194.795394185,4.22752,0,212.4114
511414,3.12752,212.4114,44194.795406777,4.22752,0,212.4114
511431,3.128823,212.4114,44194.795419370,4.228823,0,212.4114
511448,3.12752,212.4114,44194.795431962,4.22752,0,212.4114
511465,3.12752,212.4114,44194.795444554,4.22752,0,212.4114
511482,3.12752,212.4114,44194.795457148,4.22752,0,212.4114
511499,3.12752,212.4114,44194.795469740,4.22752,0,212.4114
511516,3.12752,212.4114,44194.795482333,4.22752,0,212.4114
511533,3.126221,212.4114,44194.795494925,4.226221,0,212.4114
511550,3.12752,212.4114,44194.795507517,4.22752,0,212.4114
511567,3.12752,212.4114,44194.795520111,4.22752,0,212.4114
511584,3.12752,212.4114,44194.795532703,4.22752,0,212.4114
511601,3.12752,212.4114,44194.795545296,4.22752,0,212.4114
511618,3.12752,212.4114,44194.795557888,4.22752,0,212.4114
511635,3.128823,212.4114,44194.795570480,4.228823,0,212.4114
511652,3.12752,212.4114,44194.795583074,4.22752,0,212.4114
511669,3.128823,212.4114,44194.795595666,4.228823,0,212.4114
511686,3.12752,212.4114,44194.795608259,4.22752,0,212.4114
511703,3.12752,212.4114,44194.795620851,4.22752,0,212.4114
511720,3.12752,191.1702,44194.795633443,4.22752,0,191.1702
511737,3.12752,191.1702,44194.795646037,4.22752,0,191.1702
511754,3.12752,191.1702,44194.795658629,4.22752,0,191.1702
511771,3.12752,191.1702,44194.795671222,4.22752,0,191.1702
511788,3.128823,191.1702,44194.795683814,4.228823,0,191.1702
511805,3.12752,191.1702,44194.795696406,4.22752,0,191.1702
511822,3.128823,191.1702,44194.795709000,4.228823,0,191.1702
511839,3.12752,191.1702,44194.795721592,4.22752,0,191.1702
511856,3.12752,191.1702,44194.795734185,4.22752,0,191.1702
511873,3.12752,191.1702,44194.795746777,4.22752,0,191.1702
511890,3.12752,191.1702,44194.795759369,4.22752,0,191.1702
511907,3.12752,191.1702,44194.795771963,4.22752,0,191.1702
511924,3.12752,191.1702,44194.795784555,4.22752,0,191.1702
511941,3.12752,191.1702,44194.795797148,4.22752,0,191.1702
511958,3.128823,191.1702,44194.795809740,4.228823,0,191.1702
511975,3.12752,191.1702,44194.795822332,4.22752,0,191.1702
511992,3.128823,191.1702,44194.795834926,4.228823,0,191.1702
512009,3.12752,191.1702,44194.795847518,4.22752,0,191.1702
512026,3.12752,191.1702,44194.795860111,4.22752,0,191.1702
512043,3.12752,191.1702,44194.795872703,4.22752,0,191.1702
512060,3.126221,191.1702,44194.795885295,4.226221,0,191.1702
512077,3.12752,191.1702,44194.795897889,4.22752,0,191.1702
512094,3.12752,191.1702,44194.795910481,4.22752,0,191.1702
512111,3.128823,191.1702,44194.795923074,4.228823,0,191.1702
512128,3.12752,191.1702,44194.795935666,4.22752,0,191.1702
512145,3.12752,191.1702,44194.795948258,4.22752,0,191.1702
512162,3.128823,191.1702,44194.795960852,4.228823,0,191.1702
512179,3.12752,191.1702,44194.795973443,4.22752,0,191.1702
512196,3.128823,169.9291,44194.795986037,4.228823,0,169.9291
512213,3.12752,169.9291,44194.795998629,4.22752,0,169.9291
512230,3.128823,169.9291,44194.796011221,4.228823,0,169.9291
512247,3.12752,169.9291,44194.796023815,4.22752,0,169.9291
512264,3.12752,169.9291,44194.796036406,4.22752,0,169.9291
512281,3.128823,169.9291,44194.796049000,4.228823,0,169.9291
512298,3.12752,169.9291,44194.796061592,4.22752,0,169.9291
512315,3.128823,169.9291,44194.796074184,4.228823,0,169.9291
512332,3.12752,169.9291,44194.796086778,4.22752,0,169.9291
512349,3.12752,169.9291,44194.796099369,4.22752,0,169.9291
512366,3.12752,169.9291,44194.796111963,4.22752,0,169.9291
512383,3.12752,169.9291,44194.796124555,4.22752,0,169.9291
512400,3.128823,169.9291,44194.796137147,4.228823,0,169.9291
512417,3.12752,169.9291,44194.796149740,4.22752,0,169.9291
512434,3.128823,169.9291,44194.796162332,4.228823,0,169.9291
512451,3.12752,169.9291,44194.796174926,4.22752,0,169.9291
512468,3.12752,169.9291,44194.796187518,4.22752,0,169.9291
512485,3.12752,169.9291,44194.796200110,4.22752,0,169.9291
512502,3.12752,169.9291,44194.796212703,4.22752,0,169.9291
512519,3.12752,169.9291,44194.796225295,4.22752,0,169.9291
512536,3.12752,169.9291,44194.796237889,4.22752,0,169.9291
512553,3.128823,169.9291,44194.796250481,4.228823,0,169.9291
512570,3.12752,169.9291,44194.796263073,4.22752,0,169.9291
512587,3.12752,169.9291,44194.796275666,4.22752,0,169.9291
512604,3.12752,169.9291,44194.796288258,4.22752,0,169.9291
512621,3.12752,169.9291,44194.796300852,4.22752,0,169.9291
512638,3.128823,169.9291,44194.796313444,4.228823,0,169.9291
512655,3.12752,169.9291,44194.796326036,4.22752,0,169.9291
512672,3.128823,169.9291,44194.796338629,4.228823,0,169.9291
512689,3.12752,169.9291,44194.796351221,4.22752,0,169.9291
512706,3.12752,169.9291,44194.796363815,4.22752,0,169.9291
512723,3.128823,169.9291,44194.796376407,4.228823,0,169.9291
512740,3.12752,169.9291,44194.796388999,4.22752,0,169.9291
512757,3.128823,148.6879,44194.796401592,4.228823,0,148.6879
512774,3.12752,148.6879,44194.796414184,4.22752,0,148.6879
512791,3.128823,148.6879,44194.796426778,4.228823,0,148.6879
512808,3.12752,148.6879,44194.796439370,4.22752,0,148.6879
512825,3.12752,148.6879,44194.796451962,4.22752,0,148.6879
512842,3.128823,148.6879,44194.796464555,4.228823,0,148.6879
512859,3.12752,148.6879,44194.796477147,4.22752,0,148.6879
512876,3.128823,148.6879,44194.796489741,4.228823,0,148.6879
512893,3.12752,148.6879,44194.796502333,4.22752,0,148.6879
512910,3.128823,148.6879,44194.796514925,4.228823,0,148.6879
512927,3.12752,148.6879,44194.796527518,4.22752,0,148.6879
512944,3.12752,148.6879,44194.796540110,4.22752,0,148.6879
512961,3.128823,148.6879,44194.796552704,4.228823,0,148.6879
512978,3.12752,148.6879,44194.796565296,4.22752,0,148.6879
512995,3.128823,148.6879,44194.796577888,4.228823,0,148.6879
513012,3.128823,148.6879,44194.796590481,4.228823,0,148.6879
513029,3.128823,148.6879,44194.796603073,4.228823,0,148.6879
513046,3.128823,148.6879,44194.796615667,4.228823,0,148.6879
513063,3.12752,148.6879,44194.796628259,4.22752,0,148.6879
513080,3.128823,148.6879,44194.796640851,4.228823,0,148.6879
513097,3.12752,148.6879,44194.796653444,4.22752,0,148.6879
513114,3.12752,148.6879,44194.796666036,4.22752,0,148.6879
513131,3.12752,148.6879,44194.796678630,4.22752,0,148.6879
513148,3.12752,148.6879,44194.796691222,4.22752,0,148.6879
513165,3.128823,148.6879,44194.796703814,4.228823,0,148.6879
513182,3.12752,148.6879,44194.796716407,4.22752,0,148.6879
513199,3.12752,148.6879,44194.796728999,4.22752,0,148.6879
513216,3.12752,148.6879,44194.796741593,4.22752,0,148.6879
513233,3.128823,148.6879,44194.796754185,4.228823,0,148.6879
513250,3.12752,148.6879,44194.796766777,4.22752,0,148.6879
513267,3.12752,148.6879,44194.796779370,4.22752,0,148.6879
513284,3.128823,148.6879,44194.796791962,4.228823,0,148.6879
513301,3.12752,148.6879,44194.796804556,4.22752,0,148.6879
513318,3.128823,148.6879,44194.796817148,4.228823,0,148.6879
513335,3.12752,148.6879,44194.796829740,4.22752,0,148.6879
513352,3.128823,127.4468,44194.796842333,4.228823,0,127.4468
513369,3.128823,127.4468,44194.796854925,4.228823,0,127.4468
513386,3.128823,127.4468,44194.796867519,4.228823,0,127.4468
513403,3.128823,127.4468,44194.796880111,4.228823,0,127.4468
513420,3.128823,127.4468,44194.796892702,4.228823,0,127.4468
513437,3.128823,127.4468,44194.796905296,4.228823,0,127.4468
513454,3.128823,127.4468,44194.796917888,4.228823,0,127.4468
513471,3.128823,127.4468,44194.796930482,4.228823,0,127.4468
513488,3.128823,127.4468,44194.796943074,4.228823,0,127.4468
513505,3.128823,127.4468,44194.796955665,4.228823,0,127.4468
513522,3.128823,127.4468,44194.796968259,4.228823,0,127.4468
513539,3.128823,127.4468,44194.796980851,4.228823,0,127.4468
513556,3.130122,127.4468,44194.796993445,4.230122,0,127.4468
513573,3.128823,127.4468,44194.797006037,4.228823,0,127.4468
513590,3.128823,127.4468,44194.797018628,4.228823,0,127.4468
513607,3.130122,106.2057,44194.797031222,4.230122,0,106.2057
513624,3.128823,106.2057,44194.797043814,4.228823,0,106.2057
513641,3.130122,106.2057,44194.797056408,4.230122,0,106.2057
513658,3.128823,106.2057,44194.797069000,4.228823,0,106.2057
513675,3.128823,106.2057,44194.797081591,4.228823,0,106.2057
513692,3.128823,106.2057,44194.797094185,4.228823,0,106.2057
513709,3.128823,106.2057,44194.797106777,4.228823,0,106.2057
513726,3.128823,106.2057,44194.797119371,4.228823,0,106.2057
513743,3.128823,106.2057,44194.797131962,4.228823,0,106.2057
513760,3.128823,106.2057,44194.797144554,4.228823,0,106.2057
513777,3.128823,106.2057,44194.797157148,4.228823,0,106.2057
513794,3.128823,106.2057,44194.797169740,4.228823,0,106.2057
513811,3.128823,106.2057,44194.797182334,4.228823,0,106.2057
513828,3.12752,84.96454,44194.797194926,4.22752,0,84.96454
513845,3.128823,84.96454,44194.797207517,4.228823,0,84.96454
513862,3.12752,84.96454,44194.797220111,4.22752,0,84.96454
513879,3.12752,84.96454,44194.797232703,4.22752,0,84.96454
513896,3.12752,84.96454,44194.797245297,4.22752,0,84.96454
513913,3.126221,84.96454,44194.797257889,4.226221,0,84.96454
513930,3.12752,84.96454,44194.797270480,4.22752,0,84.96454
513947,3.126221,84.96454,44194.797283074,4.226221,0,84.96454
513964,3.12752,84.96454,44194.797295666,4.22752,0,84.96454
513981,3.126221,84.96454,44194.797308260,4.226221,0,84.96454
513998,3.126221,63.72342,44194.797320851,4.226221,0,63.72342
514015,3.093701,-63.72338,44194.797333443,4.193701,0,-63.72338
514032,3.092398,-63.72338,44194.797346037,4.192398,0,-63.72338
514049,3.093701,-63.72338,44194.797358629,4.193701,0,-63.72338
514066,3.091099,-63.72338,44194.797371221,4.191099,0,-63.72338
514083,3.092398,-63.72338,44194.797383814,4.192398,0,-63.72338
514100,3.091099,-63.72338,44194.797396406,4.191099,0,-63.72338
514117,3.091099,-63.72338,44194.797409000,4.191099,0,-63.72338
514134,3.092398,-63.72338,44194.797421592,4.192398,0,-63.72338
514151,3.089799,-63.72338,44194.797434185,4.189799,0,-63.72338
514168,3.092398,-63.72338,44194.797446777,4.192398,0,-63.72338
514185,3.091099,-63.72338,44194.797459369,4.191099,0,-63.72338
514202,3.092398,-63.72338,44194.797471963,4.192398,0,-63.72338
514219,3.091099,-63.72338,44194.797484555,4.191099,0,-63.72338
514236,3.091099,-63.72338,44194.797497147,4.191099,0,-63.72338
514253,3.091099,-63.72338,44194.797509740,4.191099,0,-63.72338
514270,3.091099,-63.72338,44194.797522332,4.191099,0,-63.72338
514287,3.091099,-63.72338,44194.797534926,4.191099,0,-63.72338
514304,3.091099,-63.72338,44194.797547518,4.191099,0,-63.72338
514321,3.091099,-63.72338,44194.797560110,4.191099,0,-63.72338
514338,3.089799,-63.72338,44194.797572703,4.189799,0,-63.72338
514355,3.091099,-63.72338,44194.797585295,4.191099,0,-63.72338
514372,3.092398,-63.72338,44194.797597889,4.192398,0,-63.72338
514389,3.091099,-63.72338,44194.797610481,4.191099,0,-63.72338
514406,3.091099,-63.72338,44194.797623073,4.191099,0,-63.72338
514423,3.091099,-63.72338,44194.797635666,4.191099,0,-63.72338
514440,3.092398,-63.72338,44194.797648258,4.192398,0,-63.72338
514457,3.091099,-63.72338,44194.797660852,4.191099,0,-63.72338
514474,3.091099,-63.72338,44194.797673444,4.191099,0,-63.72338
514491,3.092398,-42.48223,44194.797686036,4.192398,0,-42.48223
514508,3.091099,-63.72338,44194.797698629,4.191099,0,-63.72338
514525,3.091099,-63.72338,44194.797711221,4.191099,0,-63.72338
514542,3.091099,-63.72338,44194.797723815,4.191099,0,-63.72338
514559,3.091099,-63.72338,44194.797736407,4.191099,0,-63.72338
514576,3.092398,-63.72338,44194.797748999,4.192398,0,-63.72338
514593,3.091099,-63.72338,44194.797761592,4.191099,0,-63.72338
514610,3.092398,-63.72338,44194.797774184,4.192398,0,-63.72338
514627,3.091099,-63.72338,44194.797786778,4.191099,0,-63.72338
514644,3.091099,-63.72338,44194.797799370,4.191099,0,-63.72338
514661,3.091099,-63.72338,44194.797811961,4.191099,0,-63.72338
514678,3.091099,-63.72338,44194.797824555,4.191099,0,-63.72338
514695,3.091099,-63.72338,44194.797837147,4.191099,0,-63.72338
514712,3.091099,-63.72338,44194.797849741,4.191099,0,-63.72338
514729,3.091099,-63.72338,44194.797862333,4.191099,0,-63.72338
514746,3.091099,-63.72338,44194.797874924,4.191099,0,-63.72338
514763,3.089799,-63.72338,44194.797887518,4.189799,0,-63.72338
514780,3.091099,-63.72338,44194.797900110,4.191099,0,-63.72338
514797,3.091099,-63.72338,44194.797912704,4.191099,0,-63.72338
514814,3.092398,-63.72338,44194.797925296,4.192398,0,-63.72338
514831,3.091099,-63.72338,44194.797937887,4.191099,0,-63.72338
514848,3.091099,-63.72338,44194.797950481,4.191099,0,-63.72338
514865,3.089799,-63.72338,44194.797963073,4.189799,0,-63.72338
514882,3.091099,-63.72338,44194.797975667,4.191099,0,-63.72338
514899,3.091099,-63.72338,44194.797988259,4.191099,0,-63.72338
514916,3.089799,-63.72338,44194.798000850,4.189799,0,-63.72338
514933,3.091099,-63.72338,44194.798013444,4.191099,0,-63.72338
514950,3.089799,-63.72338,44194.798026036,4.189799,0,-63.72338
514967,3.091099,-63.72338,44194.798038630,4.191099,0,-63.72338
514984,3.091099,-63.72338,44194.798051222,4.191099,0,-63.72338
515001,3.091099,-63.72338,44194.798063813,4.191099,0,-63.72338
515018,3.091099,-63.72338,44194.798076407,4.191099,0,-63.72338
515035,3.091099,-63.72338,44194.798088999,4.191099,0,-63.72338
515052,3.091099,-63.72338,44194.798101593,4.191099,0,-63.72338
515069,3.089799,-63.72338,44194.798114185,4.189799,0,-63.72338
515086,3.091099,-63.72338,44194.798126776,4.191099,0,-63.72338
515103,3.091099,-63.72338,44194.798139370,4.191099,0,-63.72338
515120,3.091099,-63.72338,44194.798151962,4.191099,0,-63.72338
515137,3.091099,-63.72338,44194.798164556,4.191099,0,-63.72338
515154,3.089799,-63.72338,44194.798177147,4.189799,0,-63.72338
515171,3.091099,-63.72338,44194.798189739,4.191099,0,-63.72338
515188,3.089799,-63.72338,44194.798202333,4.189799,0,-63.72338
515205,3.091099,-63.72338,44194.798214925,4.191099,0,-63.72338
515222,3.091099,-63.72338,44194.798227519,4.191099,0,-63.72338
515239,3.089799,-63.72338,44194.798240110,4.189799,0,-63.72338
515256,3.092398,-63.72338,44194.798252702,4.192398,0,-63.72338
515273,3.091099,-63.72338,44194.798265296,4.191099,0,-63.72338
515290,3.091099,-63.72338,44194.798277888,4.191099,0,-63.72338
515307,3.091099,-63.72338,44194.798290482,4.191099,0,-63.72338
515324,3.091099,-63.72338,44194.798303073,4.191099,0,-63.72338
515341,3.091099,-63.72338,44194.798315665,4.191099,0,-63.72338
515358,3.089799,-63.72338,44194.798328259,4.189799,0,-63.72338
515375,3.091099,-63.72338,44194.798340851,4.191099,0,-63.72338
515392,3.091099,-63.72338,44194.798353445,4.191099,0,-63.72338
515409,3.091099,-63.72338,44194.798366036,4.191099,0,-63.72338
515426,3.091099,-63.72338,44194.798378628,4.191099,0,-63.72338
515443,3.089799,-63.72338,44194.798391222,4.189799,0,-63.72338
515460,3.091099,-63.72338,44194.798403814,4.191099,0,-63.72338
515477,3.091099,-63.72338,44194.798416408,4.191099,0,-63.72338
515494,3.091099,-63.72338,44194.798428999,4.191099,0,-63.72338
515511,3.089799,-63.72338,44194.798441591,4.189799,0,-63.72338
515528,3.091099,-63.72338,44194.798454185,4.191099,0,-63.72338
515545,3.091099,-63.72338,44194.798466777,4.191099,0,-63.72338
515562,3.089799,-63.72338,44194.798479371,4.189799,0,-63.72338
515579,3.092398,-63.72338,44194.798491962,4.192398,0,-63.72338
515596,3.091099,-63.72338,44194.798504554,4.191099,0,-63.72338
515613,3.091099,-63.72338,44194.798517148,4.191099,0,-63.72338
515630,3.089799,-63.72338,44194.798529740,4.189799,0,-63.72338
515647,3.091099,-84.96449,44194.798542333,4.191099,0,-84.96449
515664,3.091099,-63.72338,44194.798554925,4.191099,0,-63.72338
515681,3.089799,-63.72338,44194.798567517,4.189799,0,-63.72338
515698,3.091099,-63.72338,44194.798580111,4.191099,0,-63.72338
515715,3.091099,-63.72338,44194.798592703,4.191099,0,-63.72338
515732,3.091099,-63.72338,44194.798605296,4.191099,0,-63.72338
515749,3.089799,-63.72338,44194.798617888,4.189799,0,-63.72338
515766,3.089799,-63.72338,44194.798630480,4.189799,0,-63.72338
515783,3.091099,-63.72338,44194.798643074,4.191099,0,-63.72338
515800,3.089799,-63.72338,44194.798655666,4.189799,0,-63.72338
515817,3.091099,-63.72338,44194.798668259,4.191099,0,-63.72338
515834,3.089799,-63.72338,44194.798680851,4.189799,0,-63.72338
515851,3.091099,-63.72338,44194.798693443,4.191099,0,-63.72338
515868,3.091099,-63.72338,44194.798706037,4.191099,0,-63.72338
515885,3.089799,-84.96449,44194.798718629,4.189799,0,-84.96449
515902,3.089799,-84.96449,44194.798731222,4.189799,0,-84.96449
515919,3.089799,-84.96449,44194.798743814,4.189799,0,-84.96449
515936,3.091099,-84.96449,44194.798756406,4.191099,0,-84.96449
515953,3.089799,-63.72338,44194.798769000,4.189799,0,-63.72338
515970,3.089799,-84.96449,44194.798781592,4.189799,0,-84.96449
515987,3.089799,-84.96449,44194.798794185,4.189799,0,-84.96449
516004,3.089799,-84.96449,44194.798806777,4.189799,0,-84.96449
516021,3.091099,-84.96449,44194.798819369,4.191099,0,-84.96449
516038,3.089799,-84.96449,44194.798831963,4.189799,0,-84.96449
516055,3.091099,-84.96449,44194.798844555,4.191099,0,-84.96449
516072,3.089799,-84.96449,44194.798857148,4.189799,0,-84.96449
516089,3.089799,-84.96449,44194.798869740,4.189799,0,-84.96449
516106,3.091099,-84.96449,44194.798882332,4.191099,0,-84.96449
516123,3.089799,-63.72338,44194.798894926,4.189799,0,-63.72338
516140,3.091099,-84.96449,44194.798907518,4.191099,0,-84.96449
516157,3.089799,-63.72338,44194.798920111,4.189799,0,-63.72338
516174,3.091099,-84.96449,44194.798932703,4.191099,0,-84.96449
516191,3.089799,-63.72338,44194.798945295,4.189799,0,-63.72338
516208,3.089799,-63.72338,44194.798957889,4.189799,0,-63.72338
516225,3.091099,-84.96449,44194.798970481,4.191099,0,-84.96449
516242,3.089799,-63.72338,44194.798983074,4.189799,0,-63.72338
516259,3.091099,-84.96449,44194.798995666,4.191099,0,-84.96449
516276,3.089799,-84.96449,44194.799008258,4.189799,0,-84.96449
516293,3.089799,-84.96449,44194.799020852,4.189799,0,-84.96449
516310,3.091099,-84.96449,44194.799033444,4.191099,0,-84.96449
516327,3.089799,-84.96449,44194.799046037,4.189799,0,-84.96449
516344,3.091099,-84.96449,44194.799058629,4.191099,0,-84.96449
516361,3.089799,-84.96449,44194.799071221,4.189799,0,-84.96449
516378,3.091099,-84.96449,44194.799083815,4.191099,0,-84.96449
516395,3.089799,-84.96449,44194.799096407,4.189799,0,-84.96449
516412,3.091099,-84.96449,44194.799109000,4.191099,0,-84.96449
516429,3.091099,-84.96449,44194.799121592,4.191099,0,-84.96449
516446,3.089799,-63.72338,44194.799134184,4.189799,0,-63.72338
516463,3.091099,-84.96449,44194.799146778,4.191099,0,-84.96449
516480,3.089799,-63.72338,44194.799159370,4.189799,0,-63.72338
516497,3.091099,-84.96449,44194.799171963,4.191099,0,-84.96449
516514,3.089799,-84.96449,44194.799184555,4.189799,0,-84.96449
516531,3.089799,-84.96449,44194.799197147,4.189799,0,-84.96449
516548,3.091099,-84.96449,44194.799209741,4.191099,0,-84.96449
516565,3.089799,-84.96449,44194.799222332,4.189799,0,-84.96449
516582,3.091099,-84.96449,44194.799234926,4.191099,0,-84.96449
516599,3.089799,-84.96449,44194.799247518,4.189799,0,-84.96449
516616,3.091099,-63.72338,44194.799260110,4.191099,0,-63.72338
516633,3.089799,-84.96449,44194.799272704,4.189799,0,-84.96449
516650,3.089799,-84.96449,44194.799285295,4.189799,0,-84.96449
516667,3.091099,-84.96449,44194.799297889,4.191099,0,-84.96449
516684,3.089799,-84.96449,44194.799310481,4.189799,0,-84.96449
516701,3.089799,-84.96449,44194.799323073,4.189799,0,-84.96449
516718,3.089799,-84.96449,44194.799335667,4.189799,0,-84.96449
516735,3.089799,-84.96449,44194.799348258,4.189799,0,-84.96449
516752,3.091099,-84.96449,44194.799360852,4.191099,0,-84.96449
516769,3.089799,-63.72338,44194.799373444,4.189799,0,-63.72338
516786,3.091099,-84.96449,44194.799386036,4.191099,0,-84.96449
516803,3.089799,-84.96449,44194.799398629,4.189799,0,-84.96449
516820,3.091099,-84.96449,44194.799411221,4.191099,0,-84.96449
516837,3.089799,-84.96449,44194.799423815,4.189799,0,-84.96449
516854,3.091099,-84.96449,44194.799436407,4.191099,0,-84.96449
516871,3.089799,-63.72338,44194.799448999,4.189799,0,-63.72338
516888,3.089799,-84.96449,44194.799461593,4.189799,0,-84.96449
516905,3.091099,-84.96449,44194.799474184,4.191099,0,-84.96449
516922,3.089799,-84.96449,44194.799486776,4.189799,0,-84.96449
516939,3.089799,-84.96449,44194.799499370,4.189799,0,-84.96449
516956,3.089799,-84.96449,44194.799511962,4.189799,0,-84.96449
516973,3.089799,-84.96449,44194.799524556,4.189799,0,-84.96449
516990,3.091099,-84.96449,44194.799537147,4.191099,0,-84.96449
517007,3.089799,-84.96449,44194.799549739,4.189799,0,-84.96449
517024,3.091099,-84.96449,44194.799562333,4.191099,0,-84.96449
517041,3.089799,-84.96449,44194.799574925,4.189799,0,-84.96449
517058,3.091099,-84.96449,44194.799587518,4.191099,0,-84.96449
517075,3.089799,-84.96449,44194.799600110,4.189799,0,-84.96449
517092,3.089799,-106.2056,44194.799612702,4.189799,0,-106.2056
517109,3.091099,-106.2056,44194.799625296,4.191099,0,-106.2056
517126,3.089799,-106.2056,44194.799637888,4.189799,0,-106.2056
517143,3.091099,-106.2056,44194.799650481,4.191099,0,-106.2056
517160,3.089799,-106.2056,44194.799663073,4.189799,0,-106.2056
517177,3.089799,-106.2056,44194.799675665,4.189799,0,-106.2056
517194,3.089799,-106.2056,44194.799688259,4.189799,0,-106.2056
517211,3.089799,-106.2056,44194.799700851,4.189799,0,-106.2056
517228,3.091099,-106.2056,44194.799713444,4.191099,0,-106.2056
517245,3.089799,-106.2056,44194.799726036,4.189799,0,-106.2056
517262,3.091099,-106.2056,44194.799738628,4.191099,0,-106.2056
517279,3.089799,-106.2056,44194.799751222,4.189799,0,-106.2056
517296,3.089799,-106.2056,44194.799763814,4.189799,0,-106.2056
517313,3.091099,-106.2056,44194.799776407,4.191099,0,-106.2056
517330,3.089799,-106.2056,44194.799788999,4.189799,0,-106.2056
517347,3.091099,-106.2056,44194.799801593,4.191099,0,-106.2056
517364,3.089799,-106.2056,44194.799814185,4.189799,0,-106.2056
517381,3.091099,-106.2056,44194.799826777,4.191099,0,-106.2056
517398,3.089799,-106.2056,44194.799839370,4.189799,0,-106.2056
517415,3.089799,-106.2056,44194.799851962,4.189799,0,-106.2056
517432,3.091099,-106.2056,44194.799864554,4.191099,0,-106.2056
