Row,CMPP,RPPV,TIME_1900,RCPP,SOLSTATE
505339,3.118417,1316.95,44194.790906778,4.218417,0
505340,3.118417,1316.95,44194.790907518,4.218417,0
505341,3.118417,1316.95,44194.790908259,4.218417,0
505342,3.118417,1316.95,44194.790908999,4.218417,0
505343,3.118417,1316.95,44194.790909740,4.218417,0
505344,3.118417,1316.95,44194.790910480,4.218417,0
505345,3.118417,1316.95,44194.790911222,4.218417,0
505346,3.118417,1316.95,44194.790911962,4.218417,0
505347,3.118417,1316.95,44194.790912703,4.218417,0
505348,3.118417,1295.709,44194.790913445,4.218417,0
505349,3.119717,1295.709,44194.790914184,4.219717,0
505350,3.118417,1295.709,44194.790914926,4.218417,0
505351,3.118417,1295.709,44194.790915666,4.218417,0
505352,3.119717,1295.709,44194.790916407,4.219717,0
505353,3.118417,1295.709,44194.790917147,4.218417,0
505354,3.118417,1295.709,44194.790917889,4.218417,0
505355,3.119717,1295.709,44194.790918628,4.219717,0
505356,3.118417,1295.709,44194.790919370,4.218417,0
505357,3.118417,1295.709,44194.790920111,4.218417,0
505358,3.119717,1295.709,44194.790920851,4.219717,0
505359,3.119717,1295.709,44194.790921593,4.219717,0
505360,3.119717,1295.709,44194.790922332,4.219717,0
505361,3.119717,1295.709,44194.790923074,4.219717,0
505362,3.119717,1295.709,44194.790923814,4.219717,0
505363,3.118417,1295.709,44194.790924555,4.218417,0
505364,3.119717,1295.709,44194.790925295,4.219717,0
505365,3.119717,1295.709,44194.790926037,4.219717,0
505366,3.119717,1295.709,44194.790926778,4.219717,0
505367,3.119717,1295.709,44194.790927518,4.219717,0
505368,3.119717,1295.709,44194.790928259,4.219717,0
505369,3.119717,1295.709,44194.790928999,4.219717,0
505370,3.119717,1295.709,44194.790929741,4.219717,0
505371,3.119717,1295.709,44194.790930480,4.219717,0
505372,3.118417,1295.709,44194.790931222,4.218417,0
505373,3.119717,1295.709,44194.790931962,4.219717,0
505374,3.119717,1295.709,44194.790932703,4.219717,0
505375,3.118417,1295.709,44194.790933443,4.218417,0
505376,3.119717,1295.709,44194.790934185,4.219717,0
505377,3.119717,1295.709,44194.790934926,4.219717,0
505378,3.118417,1295.709,44194.790935666,4.218417,0
505379,3.118417,1295.709,44194.790936407,4.218417,0
505380,3.119717,1295.709,44194.790937147,4.219717,0
505381,3.119717,1295.709,44194.790937889,4.219717,0
505382,3.118417,1295.709,44194.790938628,4.218417,0
505383,3.119717,1295.709,44194.790939370,4.219717,0
505384,3.119717,1295.709,44194.790940110,4.219717,0
505385,3.118417,1295.709,44194.790940851,4.218417,0
505386,3.121015,1295.709,44194.790941593,4.221015,0
505387,3.119717,1295.709,44194.790942332,4.219717,0
505388,3.119717,1295.709,44194.790943074,4.219717,0
505389,3.119717,1295.709,44194.790943814,4.219717,0
505390,3.119717,1295.709,44194.790944555,4.219717,0
505391,3.119717,1295.709,44194.790945295,4.219717,0
505392,3.121015,1295.709,44194.790946037,4.221015,0
505393,3.119717,1295.709,44194.790946776,4.219717,0
505394,3.119717,1295.709,44194.790947518,4.219717,0
505395,3.119717,1295.709,44194.790948260,4.219717,0
505396,3.119717,1295.709,44194.790948999,4.219717,0
505397,3.119717,1295.709,44194.790949741,4.219717,0
505398,3.121015,1274.468,44194.790950481,4.221015,0
505399,3.121015,1274.468,44194.790951222,4.221015,0
505400,3.119717,1274.468,44194.790951962,4.219717,0
505401,3.119717,1274.468,44194.790952703,4.219717,0
505402,3.121015,1274.468,44194.790953443,4.221015,0
505403,3.119717,1274.468,44194.790954185,4.219717,0
505404,3.119717,1274.468,44194.790954926,4.219717,0
505405,3.121015,1274.468,44194.790955666,4.221015,0
505406,3.119717,1274.468,44194.790956408,4.219717,0
505407,3.119717,1274.468,44194.790957147,4.219717,0
505408,3.121015,1274.468,44194.790957889,4.221015,0
505409,3.121015,1274.468,44194.790958629,4.221015,0
505410,3.119717,1274.468,44194.790959370,4.219717,0
505411,3.121015,1274.468,44194.790960110,4.221015,0
505412,3.119717,1274.468,44194.790960851,4.219717,0
505413,3.119717,1274.468,44194.790961591,4.219717,0
505414,3.121015,1274.468,44194.790962333,4.221015,0
505415,3.119717,1274.468,44194.790963074,4.219717,0
505416,3.119717,1274.468,44194.790963814,4.219717,0
505417,3.121015,1274.468,44194.790964555,4.221015,0
505418,3.119717,1274.468,44194.790965295,4.219717,0
505419,3.119717,1274.468,44194.790966037,4.219717,0
505420,3.121015,1274.468,44194.790966777,4.221015,0
505421,3.121015,1274.468,44194.790967518,4.221015,0
505422,3.119717,1274.468,44194.790968258,4.219717,0
505423,3.119717,1274.468,44194.790968999,4.219717,0
505424,3.121015,1274.468,44194.790969741,4.221015,0
505425,3.119717,1274.468,44194.790970481,4.219717,0
505426,3.119717,1274.468,44194.790971222,4.219717,0
505427,3.121015,1274.468,44194.790971962,4.221015,0
505428,3.119717,1274.468,44194.790972703,4.219717,0
505429,3.119717,1274.468,44194.790973443,4.219717,0
505430,3.121015,1274.468,44194.790974185,4.221015,0
505431,3.119717,1274.468,44194.790974925,4.219717,0
505432,3.119717,1274.468,44194.790975666,4.219717,0
505433,3.121015,1274.468,44194.790976408,4.221015,0
505434,3.119717,1274.468,44194.790977147,4.219717,0
505435,3.119717,1274.468,44194.790977889,4.219717,0
505436,3.121015,1274.468,44194.790978629,4.221015,0
505437,3.119717,1274.468,44194.790979370,4.219717,0
505438,3.119717,1274.468,44194.790980110,4.219717,0
505439,3.121015,1274.468,44194.790980852,4.221015,0
505440,3.121015,1274.468,44194.790981591,4.221015,0
505441,3.119717,1274.468,44194.790982333,4.219717,0
505442,3.121015,1274.468,44194.790983074,4.221015,0
505443,3.119717,1274.468,44194.790983814,4.219717,0
505444,3.119717,1274.468,44194.790984556,4.219717,0
505445,3.121015,1274.468,44194.790985295,4.221015,0
505446,3.119717,1274.468,44194.790986037,4.219717,0
505447,3.119717,1274.468,44194.790986777,4.219717,0
505448,3.121015,1274.468,44194.790987518,4.221015,0
505449,3.121015,1274.468,44194.790988258,4.221015,0
505450,3.119717,1274.468,44194.790988999,4.219717,0
505451,3.121015,1253.227,44194.790989739,4.221015,0
505452,3.121015,1253.227,44194.790990481,4.221015,0
505453,3.119717,1253.227,44194.790991222,4.219717,0
505454,3.119717,1253.227,44194.790991962,4.219717,0
505455,3.121015,1253.227,44194.790992704,4.221015,0
505456,3.119717,1253.227,44194.790993443,4.219717,0
505457,3.119717,1253.227,44194.790994185,4.219717,0
505458,3.121015,1253.227,44194.790994925,4.221015,0
505459,3.121015,1253.227,44194.790995666,4.221015,0
505460,3.119717,1253.227,44194.790996406,4.219717,0
505461,3.121015,1253.227,44194.790997147,4.221015,0
505462,3.119717,1253.227,44194.790997889,4.219717,0
505463,3.119717,1253.227,44194.790998629,4.219717,0
505464,3.121015,1253.227,44194.790999370,4.221015,0
505465,3.121015,1253.227,44194.791000110,4.221015,0
505466,3.119717,1253.227,44194.791000852,4.219717,0
505467,3.121015,1253.227,44194.791001591,4.221015,0
505468,3.121015,1253.227,44194.791002333,4.221015,0
505469,3.119717,1253.227,44194.791003073,4.219717,0
505470,3.121015,1253.227,44194.791003814,4.221015,0
505471,3.121015,1253.227,44194.791004556,4.221015,0
505472,3.119717,1253.227,44194.791005295,4.219717,0
505473,3.121015,1253.227,44194.791006037,4.221015,0
505474,3.121015,1253.227,44194.791006777,4.221015,0
505475,3.119717,1253.227,44194.791007518,4.219717,0
505476,3.121015,1253.227,44194.791008258,4.221015,0
505477,3.121015,1253.227,44194.791009000,4.221015,0
505478,3.119717,1253.227,44194.791009739,4.219717,0
505479,3.119717,1253.227,44194.791010481,4.219717,0
505480,3.121015,1253.227,44194.791011222,4.221015,0
505481,3.119717,1253.227,44194.791011962,4.219717,0
505482,3.119717,1253.227,44194.791012704,4.219717,0
505483,3.121015,1253.227,44194.791013444,4.221015,0
505484,3.121015,1253.227,44194.791014185,4.221015,0
505485,3.119717,1253.227,44194.791014925,4.219717,0
505486,3.121015,1253.227,44194.791015666,4.221015,0
505487,3.119717,1253.227,44194.791016406,4.219717,0
505488,3.119717,1253.227,44194.791017148,4.219717,0
505489,3.121015,1253.227,44194.791017887,4.221015,0
505490,3.121015,1253.227,44194.791018629,4.221015,0
505491,3.119717,1253.227,44194.791019370,4.219717,0
505492,3.121015,1253.227,44194.791020110,4.221015,0
505493,3.121015,1253.227,44194.791020852,4.221015,0
505494,3.121015,1253.227,44194.791021592,4.221015,0
505495,3.119717,1253.227,44194.791022333,4.219717,0
505496,3.121015,1253.227,44194.791023073,4.221015,0
505497,3.119717,1253.227,44194.791023814,4.219717,0
505498,3.119717,1253.227,44194.791024554,4.219717,0
505499,3.121015,1253.227,44194.791025296,4.221015,0
505500,3.119717,1253.227,44194.791026037,4.219717,0
505501,3.119717,1253.227,44194.791026777,4.219717,0
505502,3.121015,1253.227,44194.791027518,4.221015,0
505503,3.121015,1253.227,44194.791028258,4.221015,0
505504,3.119717,1253.227,44194.791029000,4.219717,0
505505,3.121015,1253.227,44194.791029739,4.221015,0
505506,3.119717,1231.985,44194.791030481,4.219717,0
505507,3.119717,1231.985,44194.791031221,4.219717,0
505508,3.121015,1231.985,44194.791031962,4.221015,0
505509,3.121015,1231.985,44194.791032704,4.221015,0
505510,3.119717,1231.985,44194.791033444,4.219717,0
505511,3.121015,1231.985,44194.791034185,4.221015,0
505512,3.121015,1231.985,44194.791034925,4.221015,0
505513,3.119717,1231.985,44194.791035666,4.219717,0
505514,3.119717,1231.985,44194.791036406,4.219717,0
505515,3.121015,1231.985,44194.791037148,4.221015,0
505516,3.119717,1231.985,44194.791037887,4.219717,0
505517,3.119717,1231.985,44194.791038629,4.219717,0
505518,3.121015,1231.985,44194.791039371,4.221015,0
505519,3.119717,1231.985,44194.791040110,4.219717,0
505520,3.121015,1231.985,44194.791040852,4.221015,0
505521,3.121015,1231.985,44194.791041592,4.221015,0
505522,3.119717,1231.985,44194.791042333,4.219717,0
505523,3.121015,1231.985,44194.791043073,4.221015,0
505524,3.121015,1231.985,44194.791043814,4.221015,0
505525,3.119717,1231.985,44194.791044554,4.219717,0
505526,3.121015,1231.985,44194.791045296,4.221015,0
505527,3.121015,1231.985,44194.791046037,4.221015,0
505528,3.119717,1231.985,44194.791046777,4.219717,0
505529,3.119717,1231.985,44194.791047519,4.219717,0
505530,3.121015,1231.985,44194.791048258,4.221015,0
505531,3.121015,1231.985,44194.791049000,4.221015,0
505532,3.119717,1231.985,44194.791049740,4.219717,0
505533,3.121015,1231.985,44194.791050481,4.221015,0
505534,3.121015,1231.985,44194.791051221,4.221015,0
505535,3.119717,1231.985,44194.791051962,4.219717,0
505536,3.121015,1231.985,44194.791052704,4.221015,0
505537,3.121015,1231.985,44194.791053444,4.221015,0
505538,3.119717,1231.985,44194.791054185,4.219717,0
505539,3.121015,1231.985,44194.791054925,4.221015,0
505540,3.121015,1231.985,44194.791055667,4.221015,0
505541,3.119717,1231.985,44194.791056406,4.219717,0
505542,3.121015,1231.985,44194.791057148,4.221015,0
505543,3.121015,1231.985,44194.791057888,4.221015,0
505544,3.121015,1231.985,44194.791058629,4.221015,0
505545,3.121015,1231.985,44194.791059369,4.221015,0
505546,3.121015,1231.985,44194.791060110,4.221015,0
505547,3.119717,1231.985,44194.791060852,4.219717,0
505548,3.121015,1231.985,44194.791061592,4.221015,0
505549,3.121015,1231.985,44194.791062333,4.221015,0
505550,3.119717,1231.985,44194.791063073,4.219717,0
505551,3.119717,1231.985,44194.791063815,4.219717,0
505552,3.121015,1231.985,44194.791064554,4.221015,0
505553,3.121015,1231.985,44194.791065296,4.221015,0
505554,3.121015,1231.985,44194.791066036,4.221015,0
505555,3.121015,1231.985,44194.791066777,4.221015,0
505556,3.121015,1231.985,44194.791067519,4.221015,0
505557,3.119717,1231.985,44194.791068259,4.219717,0
505558,3.121015,1231.985,44194.791069000,4.221015,0
505559,3.121015,1231.985,44194.791069740,4.221015,0
505560,3.119717,1231.985,44194.791070481,4.219717,0
505561,3.121015,1231.985,44194.791071221,4.221015,0
505562,3.121015,1231.985,44194.791071963,4.221015,0
505563,3.121015,1231.985,44194.791072702,4.221015,0
505564,3.119717,1210.744,44194.791073444,4.219717,0
505565,3.121015,1210.744,44194.791074185,4.221015,0
505566,3.121015,1210.744,44194.791074925,4.221015,0
505567,3.121015,1210.744,44194.791075667,4.221015,0
505568,3.121015,1210.744,44194.791076406,4.221015,0
505569,3.121015,1210.744,44194.791077148,4.221015,0
505570,3.119717,1210.744,44194.791077888,4.219717,0
505571,3.121015,1210.744,44194.791078629,4.221015,0
505572,3.119717,1210.744,44194.791079369,4.219717,0
505573,3.121015,1210.744,44194.791080111,4.221015,0
505574,3.121015,1210.744,44194.791080852,4.221015,0
505575,3.121015,1210.744,44194.791081592,4.221015,0
505576,3.119717,1210.744,44194.791082333,4.219717,0
505577,3.121015,1210.744,44194.791083073,4.221015,0
505578,3.121015,1210.744,44194.791083815,4.221015,0
505579,3.121015,1210.744,44194.791084554,4.221015,0
505580,3.122319,1210.744,44194.791085296,4.222319,0
505581,3.121015,1210.744,44194.791086036,4.221015,0
505582,3.119717,1210.744,44194.791086777,4.219717,0
505583,3.121015,1210.744,44194.791087519,4.221015,0
505584,3.121015,1210.744,44194.791088259,4.221015,0
505585,3.119717,1210.744,44194.791089000,4.219717,0
505586,3.121015,1210.744,44194.791089740,4.221015,0
505587,3.122319,1210.744,44194.791090481,4.222319,0
505588,3.121015,1210.744,44194.791091221,4.221015,0
505589,3.121015,1210.744,44194.791091963,4.221015,0
505590,3.122319,1210.744,44194.791092702,4.222319,0
505591,3.121015,1210.744,44194.791093444,4.221015,0
505592,3.121015,1210.744,44194.791094184,4.221015,0
505593,3.122319,1210.744,44194.791094925,4.222319,0
505594,3.121015,1210.744,44194.791095667,4.221015,0
505595,3.119717,1210.744,44194.791096407,4.219717,0
505596,3.121015,1210.744,44194.791097148,4.221015,0
505597,3.121015,1210.744,44194.791097888,4.221015,0
505598,3.119717,1210.744,44194.791098629,4.219717,0
505599,3.121015,1210.744,44194.791099369,4.221015,0
505600,3.121015,1210.744,44194.791100111,4.221015,0
505601,3.121015,1210.744,44194.791100850,4.221015,0
505602,3.121015,1210.744,44194.791101592,4.221015,0
505603,3.121015,1210.744,44194.791102334,4.221015,0
505604,3.121015,1210.744,44194.791103073,4.221015,0
505605,3.121015,1210.744,44194.791103815,4.221015,0
505606,3.121015,1210.744,44194.791104555,4.221015,0
505607,3.121015,1210.744,44194.791105296,4.221015,0
505608,3.121015,1210.744,44194.791106036,4.221015,0
505609,3.121015,1210.744,44194.791106777,4.221015,0
505610,3.121015,1210.744,44194.791107517,4.221015,0
505611,3.119717,1210.744,44194.791108259,4.219717,0
505612,3.122319,1210.744,44194.791109000,4.222319,0
505613,3.121015,1210.744,44194.791109740,4.221015,0
505614,3.121015,1210.744,44194.791110482,4.221015,0
505615,3.121015,1210.744,44194.791111221,4.221015,0
505616,3.121015,1210.744,44194.791111963,4.221015,0
505617,3.121015,1210.744,44194.791112703,4.221015,0
505618,3.122319,1210.744,44194.791113444,4.222319,0
505619,3.121015,1210.744,44194.791114184,4.221015,0
505620,3.121015,1210.744,44194.791114925,4.221015,0
505621,3.122319,1189.503,44194.791115665,4.222319,0
505622,3.121015,1189.503,44194.791116407,4.221015,0
505623,3.119717,1189.503,44194.791117148,4.219717,0
505624,3.121015,1189.503,44194.791117888,4.221015,0
505625,3.121015,1189.503,44194.791118630,4.221015,0
505626,3.119717,1189.503,44194.791119369,4.219717,0
505627,3.121015,1189.503,44194.791120111,4.221015,0
505628,3.121015,1189.503,44194.791120851,4.221015,0
505629,3.121015,1189.503,44194.791121592,4.221015,0
505630,3.121015,1189.503,44194.791122332,4.221015,0
505631,3.121015,1189.503,44194.791123073,4.221015,0
505632,3.121015,1189.503,44194.791123815,4.221015,0
505633,3.121015,1189.503,44194.791124555,4.221015,0
505634,3.121015,1189.503,44194.791125296,4.221015,0
505635,3.119717,1189.503,44194.791126036,4.219717,0
505636,3.121015,1189.503,44194.791126778,4.221015,0
505637,3.122319,1189.503,44194.791127517,4.222319,0
505638,3.119717,1189.503,44194.791128259,4.219717,0
505639,3.121015,1189.503,44194.791128999,4.221015,0
505640,3.122319,1189.503,44194.791129740,4.222319,0
505641,3.121015,1189.503,44194.791130482,4.221015,0
505642,3.119717,1189.503,44194.791131221,4.219717,0
505643,3.122319,1189.503,44194.791131963,4.222319,0
505644,3.121015,1189.503,44194.791132703,4.221015,0
505645,3.121015,1189.503,44194.791133444,4.221015,0
505646,3.121015,1189.503,44194.791134184,4.221015,0
505647,3.121015,1189.503,44194.791134926,4.221015,0
505648,3.121015,1189.503,44194.791135665,4.221015,0
505649,3.121015,1189.503,44194.791136407,4.221015,0
505650,3.121015,1189.503,44194.791137148,4.221015,0
505651,3.121015,1189.503,44194.791137888,4.221015,0
505652,3.121015,1189.503,44194.791138630,4.221015,0
505653,3.121015,1189.503,44194.791139369,4.221015,0
505654,3.121015,1189.503,44194.791140111,4.221015,0
505655,3.121015,1189.503,44194.791140851,4.221015,0
505656,3.121015,1189.503,44194.791141592,4.221015,0
505657,3.121015,1189.503,44194.791142332,4.221015,0
505658,3.121015,1189.503,44194.791143074,4.221015,0
505659,3.121015,1189.503,44194.791143815,4.221015,0
505660,3.121015,1189.503,44194.791144555,4.221015,0
505661,3.121015,1189.503,44194.791145296,4.221015,0
505662,3.121015,1189.503,44194.791146036,4.221015,0
505663,3.121015,1189.503,44194.791146778,4.221015,0
505664,3.119717,1189.503,44194.791147517,4.219717,0
505665,3.121015,1189.503,44194.791148259,4.221015,0
505666,3.121015,1189.503,44194.791148999,4.221015,0
505667,3.121015,1189.503,44194.791149740,4.221015,0
505668,3.122319,1189.503,44194.791150480,4.222319,0
505669,3.121015,1189.503,44194.791151222,4.221015,0
505670,3.119717,1189.503,44194.791151963,4.219717,0
505671,3.122319,1189.503,44194.791152703,4.222319,0
505672,3.121015,1189.503,44194.791153444,4.221015,0
505673,3.119717,1189.503,44194.791154184,4.219717,0
505674,3.121015,1189.503,44194.791154926,4.221015,0
505675,3.121015,1189.503,44194.791155665,4.221015,0
505676,3.121015,1189.503,44194.791156407,4.221015,0
505677,3.121015,1168.262,44194.791157147,4.221015,0
505678,3.121015,1168.262,44194.791157888,4.221015,0
505679,3.119717,1168.262,44194.791158630,4.219717,0
505680,3.121015,1168.262,44194.791159370,4.221015,0
505681,3.121015,1168.262,44194.791160111,4.221015,0
505682,3.121015,1168.262,44194.791160851,4.221015,0
505683,3.121015,1168.262,44194.791161592,4.221015,0
505684,3.122319,1168.262,44194.791162332,4.222319,0
505685,3.121015,1168.262,44194.791163074,4.221015,0
505686,3.121015,1168.262,44194.791163813,4.221015,0
505687,3.121015,1168.262,44194.791164555,4.221015,0
505688,3.121015,1168.262,44194.791165297,4.221015,0
505689,3.119717,1168.262,44194.791166036,4.219717,0
505690,3.121015,1168.262,44194.791166778,4.221015,0
505691,3.121015,1168.262,44194.791167518,4.221015,0
505692,3.121015,1168.262,44194.791168259,4.221015,0
505693,3.122319,1168.262,44194.791168999,4.222319,0
505694,3.121015,1168.262,44194.791169740,4.221015,0
505695,3.119717,1168.262,44194.791170480,4.219717,0
505696,3.121015,1168.262,44194.791171222,4.221015,0
505697,3.121015,1168.262,44194.791171963,4.221015,0
505698,3.119717,1168.262,44194.791172703,4.219717,0
505699,3.121015,1168.262,44194.791173445,4.221015,0
505700,3.121015,1168.262,44194.791174184,4.221015,0
505701,3.119717,1168.262,44194.791174926,4.219717,0
505702,3.121015,1168.262,44194.791175666,4.221015,0
505703,3.121015,1168.262,44194.791176407,4.221015,0
505704,3.121015,1168.262,44194.791177147,4.221015,0
505705,3.121015,1168.262,44194.791177888,4.221015,0
505706,3.121015,1168.262,44194.791178628,4.221015,0
505707,3.121015,1168.262,44194.791179370,4.221015,0
505708,3.121015,1168.262,44194.791180111,4.221015,0
505709,3.121015,1168.262,44194.791180851,4.221015,0
505710,3.119717,1168.262,44194.791181593,4.219717,0
505711,3.121015,1168.262,44194.791182332,4.221015,0
505712,3.121015,1168.262,44194.791183074,4.221015,0
505713,3.119717,1168.262,44194.791183814,4.219717,0
505714,3.119717,1168.262,44194.791184555,4.219717,0
505715,3.121015,1168.262,44194.791185295,4.221015,0
505716,3.121015,1168.262,44194.791186036,4.221015,0
505717,3.119717,1168.262,44194.791186778,4.219717,0
505718,3.121015,1168.262,44194.791187518,4.221015,0
505719,3.121015,1168.262,44194.791188259,4.221015,0
505720,3.121015,1168.262,44194.791188999,4.221015,0
505721,3.121015,1168.262,44194.791189741,4.221015,0
505722,3.121015,1168.262,44194.791190480,4.221015,0
505723,3.119717,1168.262,44194.791191222,4.219717,0
505724,3.121015,1168.262,44194.791191962,4.221015,0
505725,3.121015,1168.262,44194.791192703,4.221015,0
505726,3.119717,1168.262,44194.791193445,4.219717,0
505727,3.121015,1168.262,44194.791194184,4.221015,0
505728,3.121015,1168.262,44194.791194926,4.221015,0
505729,3.121015,1168.262,44194.791195666,4.221015,0
505730,3.121015,1168.262,44194.791196407,4.221015,0
505731,3.121015,1168.262,44194.791197147,4.221015,0
505732,3.121015,1168.262,44194.791197889,4.221015,0
505733,3.121015,1168.262,44194.791198628,4.221015,0
505734,3.121015,1168.262,44194.791199370,4.221015,0
505735,3.121015,1147.021,44194.791200111,4.221015,0
505736,3.119717,1147.021,44194.791200851,4.219717,0
505737,3.121015,1147.021,44194.791201593,4.221015,0
505738,3.121015,1147.021,44194.791202332,4.221015,0
505739,3.119717,1147.021,44194.791203074,4.219717,0
505740,3.121015,1147.021,44194.791203814,4.221015,0
505741,3.121015,1147.021,44194.791204555,4.221015,0
505742,3.119717,1147.021,44194.791205295,4.219717,0
505743,3.121015,1147.021,44194.791206037,4.221015,0
505744,3.121015,1147.021,44194.791206778,4.221015,0
505745,3.121015,1147.021,44194.791207518,4.221015,0
505746,3.121015,1147.021,44194.791208259,4.221015,0
505747,3.121015,1147.021,44194.791208999,4.221015,0
505748,3.121015,1147.021,44194.791209741,4.221015,0
505749,3.121015,1147.021,44194.791210480,4.221015,0
505750,3.122319,1147.021,44194.791211222,4.222319,0
505751,3.121015,1147.021,44194.791211962,4.221015,0
505752,3.121015,1147.021,44194.791212703,4.221015,0
505753,3.121015,1147.021,44194.791213443,4.221015,0
505754,3.121015,1147.021,44194.791214185,4.221015,0
505755,3.121015,1147.021,44194.791214926,4.221015,0
505756,3.121015,1147.021,44194.791215666,4.221015,0
505757,3.121015,1147.021,44194.791216407,4.221015,0
505758,3.119717,1147.021,44194.791217147,4.219717,0
505759,3.121015,1147.021,44194.791217889,4.221015,0
505760,3.121015,1147.021,44194.791218628,4.221015,0
505761,3.121015,1147.021,44194.791219370,4.221015,0
505762,3.121015,1147.021,44194.791220110,4.221015,0
505763,3.121015,1147.021,44194.791220851,4.221015,0
505764,3.121015,1147.021,44194.791221593,4.221015,0
505765,3.121015,1147.021,44194.791222333,4.221015,0
505766,3.122319,1147.021,44194.791223074,4.222319,0
505767,3.121015,1147.021,44194.791223814,4.221015,0
505768,3.121015,1147.021,44194.791224555,4.221015,0
505769,3.121015,1147.021,44194.791225295,4.221015,0
505770,3.121015,1147.021,44194.791226037,4.221015,0
505771,3.122319,1147.021,44194.791226776,4.222319,0
505772,3.121015,1147.021,44194.791227518,4.221015,0
505773,3.119717,1147.021,44194.791228258,4.219717,0
505774,3.121015,1147.021,44194.791228999,4.221015,0
505775,3.122319,1147.021,44194.791229741,4.222319,0
505776,3.121015,1147.021,44194.791230481,4.221015,0
505777,3.121015,1147.021,44194.791231222,4.221015,0
505778,3.122319,1147.021,44194.791231962,4.222319,0
505779,3.121015,1147.021,44194.791232703,4.221015,0
505780,3.121015,1147.021,44194.791233443,4.221015,0
505781,3.122319,1147.021,44194.791234185,4.222319,0
505782,3.121015,1147.021,44194.791234924,4.221015,0
505783,3.121015,1147.021,44194.791235666,4.221015,0
505784,3.122319,1147.021,44194.791236408,4.222319,0
505785,3.121015,1147.021,44194.791237147,4.221015,0
505786,3.121015,1147.021,44194.791237889,4.221015,0
505787,3.121015,1147.021,44194.791238629,4.221015,0
505788,3.121015,1147.021,44194.791239370,4.221015,0
505789,3.121015,1147.021,44194.791240110,4.221015,0
505790,3.122319,1147.021,44194.791240851,4.222319,0
505791,3.121015,1147.021,44194.791241591,4.221015,0
505792,3.119717,1147.021,44194.791242333,4.219717,0
505793,3.122319,1147.021,44194.791243074,4.222319,0
505794,3.122319,1147.021,44194.791243814,4.222319,0
505795,3.121015,1147.021,44194.791244555,4.221015,0
505796,3.121015,1125.78,44194.791245295,4.221015,0
505797,3.122319,1125.78,44194.791246037,4.222319,0
505798,3.121015,1125.78,44194.791246777,4.221015,0
505799,3.121015,1125.78,44194.791247518,4.221015,0
505800,3.122319,1125.78,44194.791248258,4.222319,0
505801,3.121015,1125.78,44194.791248999,4.221015,0
505802,3.121015,1125.78,44194.791249741,4.221015,0
505803,3.122319,1125.78,44194.791250481,4.222319,0
505804,3.121015,1125.78,44194.791251222,4.221015,0
505805,3.121015,1125.78,44194.791251962,4.221015,0
505806,3.122319,1125.78,44194.791252704,4.222319,0
505807,3.121015,1125.78,44194.791253443,4.221015,0
505808,3.121015,1125.78,44194.791254185,4.221015,0
505809,3.121015,1125.78,44194.791254925,4.221015,0
505810,3.121015,1125.78,44194.791255666,4.221015,0
505811,3.121015,1125.78,44194.791256408,4.221015,0
505812,3.122319,1125.78,44194.791257147,4.222319,0
505813,3.121015,1125.78,44194.791257889,4.221015,0
505814,3.121015,1125.78,44194.791258629,4.221015,0
505815,3.122319,1125.78,44194.791259370,4.222319,0
505816,3.122319,1125.78,44194.791260110,4.222319,0
505817,3.119717,1125.78,44194.791260852,4.219717,0
505818,3.121015,1125.78,44194.791261591,4.221015,0
505819,3.121015,1125.78,44194.791262333,4.221015,0
505820,3.121015,1125.78,44194.791263073,4.221015,0
505821,3.122319,1125.78,44194.791263814,4.222319,0
505822,3.122319,1125.78,44194.791264556,4.222319,0
505823,3.121015,1125.78,44194.791265295,4.221015,0
505824,3.121015,1125.78,44194.791266037,4.221015,0
505825,3.122319,1125.78,44194.791266777,4.222319,0
505826,3.121015,1125.78,44194.791267518,4.221015,0
505827,3.121015,1125.78,44194.791268258,4.221015,0
505828,3.122319,1125.78,44194.791268999,4.222319,0
505829,3.121015,1125.78,44194.791269741,4.221015,0
505830,3.121015,1125.78,44194.791270481,4.221015,0
505831,3.121015,1125.78,44194.791271222,4.221015,0
505832,3.121015,1125.78,44194.791271962,4.221015,0
505833,3.121015,1125.78,44194.791272704,4.221015,0
505834,3.121015,1125.78,44194.791273443,4.221015,0
505835,3.121015,1125.78,44194.791274185,4.221015,0
505836,3.121015,1125.78,44194.791274925,4.221015,0
505837,3.121015,1125.78,44194.791275666,4.221015,0
505838,3.121015,1125.78,44194.791276406,4.221015,0
505839,3.121015,1125.78,44194.791277147,4.221015,0
505840,3.121015,1125.78,44194.791277889,4.221015,0
505841,3.121015,1125.78,44194.791278629,4.221015,0
505842,3.121015,1125.78,44194.791279370,4.221015,0
505843,3.121015,1125.78,44194.791280110,4.221015,0
505844,3.122319,1125.78,44194.791280852,4.222319,0
505845,3.121015,1125.78,44194.791281591,4.221015,0
505846,3.121015,1125.78,44194.791282333,4.221015,0
505847,3.122319,1125.78,44194.791283073,4.222319,0
505848,3.121015,1125.78,44194.791283814,4.221015,0
505849,3.121015,1125.78,44194.791284556,4.221015,0
505850,3.121015,1125.78,44194.791285296,4.221015,0
505851,3.121015,1125.78,44194.791286037,4.221015,0
505852,3.121015,1125.78,44194.791286777,4.221015,0
505853,3.122319,1125.78,44194.791287518,4.222319,0
505854,3.121015,1125.78,44194.791288258,4.221015,0
505855,3.121015,1125.78,44194.791289000,4.221015,0
