Row,CMPP,RPPV,TIME_1900,RCPP,SOLSTATE,EMA,BIT_STUCK_DETECT
520662,3.09,-121,44194.802257148,4.189799,0,-121,EmaRising(0.0)
520679,3.09,-126,44194.802269740,4.191099,0,-126,EmaDropping(0.0)
520696,3.09,-126,44194.802282332,4.191099,0,-126,EmaRising(0.0)
520713,3.09,-124,44194.802294926,4.189799,0,-124,EmaRising(1.088)
520730,3.09,-116,44194.802307518,4.191099,0,-116,EmaRising(2.176)
520747,3.09,-121,44194.802320111,4.191099,0,-121,EmaDropping(0.0)
520764,3.09,-124,44194.802332703,4.191099,0,-124,EmaDropping(1.088)
520781,3.09,-119,44194.802345295,4.189799,0,-119,EmaRising(0.0)
520798,3.09,-121,44194.802357889,4.189799,0,-121,EmaDropping(0.0)
520815,3.09,-122,44194.802370481,4.191099,0,-122,EmaDropping(1.088)
520832,3.09,-116,44194.802383074,4.191099,0,-116,EmaRising(0.0)
520849,3.09,-118,44194.802395666,4.191099,0,-118,EmaDropping(0.0)
520866,3.09,-123,44194.802408258,4.191099,0,-123,EmaDropping(1.088)
520883,3.09,-109,44194.802420852,4.191099,0,-109,EmaRising(0.0)
520900,3.09,-108,44194.802433444,4.191099,0,-108,EmaRising(1.088)
520917,3.09,-112,44194.802446037,4.189799,0,-112,EmaDropping(0.0)
520934,3.09,-109,44194.802458629,4.191099,0,-109,EmaRising(0.0)
520951,3.09,-119,44194.802471221,4.191099,0,-119,EmaDropping(0.0)
520968,3.09,-114,44194.802483815,4.191099,0,-114,EmaRising(0.0)
520985,3.09,-107,44194.802496407,4.189799,0,-107,EmaRising(1.088)
521002,3.09,-104,44194.802509000,4.191099,0,-104,EmaRising(2.176)
521019,3.09,-106,44194.802521592,4.191099,0,-106,EmaDropping(0.0)
521036,3.09,-104,44194.802534184,4.189799,0,-104,EmaRising(0.0)
521053,3.09,-107,44194.802546778,4.191099,0,-107,EmaDropping(0.0)
521070,3.09,-109,44194.802559369,4.189799,0,-109,EmaDropping(1.088)
521087,3.09,-107,44194.802571963,4.191099,0,-107,EmaRising(0.0)
521104,3.09,-108,44194.802584555,4.191099,0,-108,EmaDropping(0.0)
521121,3.09,-96,44194.802597147,4.191099,0,-96,EmaRising(0.0)
521138,3.09,-106,44194.802609741,4.191099,0,-106,EmaDropping(0.0)
521155,3.09,-112,44194.802622332,4.189799,0,-112,EmaDropping(1.088)
521172,3.09,-122,44194.802634926,4.191099,0,-122,EmaDropping(2.176)
521189,3.09,-123,44194.802647518,4.191099,0,-123,EmaDropping(3.264)
521206,3.09,-118,44194.802660110,4.191099,0,-118,EmaRising(0.0)
521223,3.09,-118,44194.802672703,4.191099,0,-118,EmaRising(1.088)
521240,3.09,-121,44194.802685295,4.191099,0,-121,EmaDropping(0.0)
521257,3.09,-119,44194.802697889,4.191099,0,-119,EmaRising(0.0)
521274,3.09,-123,44194.802710481,4.189799,0,-123,EmaDropping(0.0)
521291,3.09,-126,44194.802723073,4.191099,0,-126,EmaDropping(1.088)
521308,3.09,-123,44194.802735667,4.191099,0,-123,EmaRising(0.0)
521325,3.09,-127,44194.802748258,4.191099,0,-127,EmaDropping(0.0)
521342,3.09,-127,44194.802760852,4.191099,0,-127,EmaRising(0.0)
521359,3.09,-127,44194.802773444,4.191099,0,-127,EmaRising(1.088)
521376,3.09,-127,44194.802786036,4.191099,0,-127,EmaRising(2.176)
521393,3.09,-127,44194.802798629,4.189799,0,-127,EmaRising(3.264)
521410,3.09,-127,44194.802811221,4.191099,0,-127,EmaRising(4.352)
521427,3.09,-127,44194.802823815,4.189799,0,-127,EmaRising(5.44)
521444,3.09,-127,44194.802836407,4.189799,0,-127,EmaRising(6.528)
521461,3.09,-127,44194.802848999,4.191099,0,-127,EmaRising(7.616)
521478,3.09,-127,44194.802861592,4.191099,0,-127,EmaRising(8.704)
521495,3.09,-127,44194.802874184,4.191099,0,-127,EmaRising(9.792)
521512,3.09,-127,44194.802886778,4.189799,0,-127,EmaRising(10.88)
521529,3.09,-127,44194.802899370,4.191099,0,-127,EmaRising(11.968)
521546,3.09,-127,44194.802911962,4.189799,0,-127,EmaRising(13.056)
521563,3.09,-127,44194.802924555,4.191099,0,-127,EmaRising(14.144)
521580,3.09,-127,44194.802937147,4.191099,0,-127,EmaRising(15.232)
521597,3.09,-127,44194.802949741,4.189799,0,-127,EmaRising(16.32)
521614,3.09,-127,44194.802962333,4.191099,0,-127,EmaRising(17.408)
521631,3.09,-127,44194.802974925,4.191099,0,-127,EmaRising(18.496)
521648,3.09,-127,44194.802987518,4.191099,0,-127,EmaRising(19.584)
521665,3.09,-127,44194.803000110,4.191099,0,-127,EmaRising(20.672)
521682,3.09,-127,44194.803012704,4.189799,0,-127,EmaRising(21.76)
521699,3.09,-127,44194.803025296,4.191099,0,-127,EmaRising(22.848)
521716,3.09,-127,44194.803037887,4.191099,0,-127,EmaRising(23.936)
521733,3.09,-127,44194.803050481,4.191099,0,-127,EmaRising(25.024)
521750,3.09,-127,44194.803063073,4.191099,0,-127,EmaRising(26.112)
521767,3.09,-127,44194.803075667,4.191099,0,-127,EmaRising(27.2)
521784,3.09,-127,44194.803088259,4.191099,0,-127,EmaRising(28.288)
521801,3.09,-127,44194.803100850,4.191099,0,-127,EmaRising(29.376)
521818,3.09,-127,44194.803113444,4.191099,0,-127,EmaRising(30.464)
521835,3.09,-127,44194.803126036,4.191099,0,-127,EmaRising(31.552)
521852,3.09,-127,44194.803138630,4.191099,0,-127,EmaRising(32.64)
521869,3.09,-127,44194.803151221,4.191099,0,-127,EmaRising(33.728)
521886,3.09,-126,44194.803163813,4.191099,0,-126,EmaRising(34.816)
521903,3.09,-126,44194.803176407,4.191099,0,-126,EmaRising(35.904)
521920,3.09,-117,44194.803188999,4.191099,0,-117,EmaRising(36.992)
521937,3.09,-106,44194.803201593,4.191099,0,-106,EmaRising(38.08)
521954,3.09,-106,44194.803214184,4.189799,0,-106,EmaRising(39.168)
521971,3.09,-106,44194.803226778,4.189799,0,-106,EmaRising(40.256)
521988,3.09,-106,44194.803239370,4.189799,0,-106,EmaRising(41.344)
522005,3.09,-106,44194.803251962,4.191099,0,-106,EmaRising(42.432)
522022,3.09,-106,44194.803264555,4.192398,0,-106,EmaRising(43.52)
522039,3.09,-106,44194.803277147,4.191099,0,-106,EmaRising(44.608)
522056,3.09,-106,44194.803289741,4.192398,0,-106,EmaRising(45.696)
522073,3.09,-106,44194.803302333,4.191099,0,-106,EmaRising(46.784)
522090,3.09,-106,44194.803314925,4.191099,0,-106,EmaRising(47.872)
522107,3.09,-106,44194.803327518,4.191099,0,-106,EmaRising(48.96)
522124,3.09,-106,44194.803340110,4.189799,0,-106,EmaRising(50.048)
522141,3.09,-106,44194.803352704,4.191099,0,-106,EmaRising(51.136)
522158,3.09,-106,44194.803365296,4.189799,0,-106,EmaRising(52.224)
522175,3.09,-106,44194.803377888,4.191099,0,-106,EmaRising(53.312)
522192,3.09,-106,44194.803390481,4.189799,0,-106,EmaRising(54.4)
522209,3.09,-106,44194.803403073,4.191099,0,-106,EmaRising(55.488)
522226,3.09,-106,44194.803415667,4.191099,0,-106,EmaRising(56.576)
522243,3.09,-106,44194.803428259,4.191099,0,-106,EmaRising(57.664)
522260,3.09,-106,44194.803440851,4.191099,0,-106,EmaRising(58.752)
522277,3.09,-106,44194.803453444,4.189799,0,-106,EmaRising(59.84)
522294,3.09,-106,44194.803466036,4.191099,0,-106,EmaRising(60.928)
522311,3.09,-106,44194.803478630,4.191099,0,-106,EmaRising(62.016)
522328,3.09,-106,44194.803491222,4.191099,0,-106,EmaRising(63.104)
522345,3.09,-106,44194.803503813,4.191099,0,-106,EmaRising(64.192)
522362,3.09,-106,44194.803516407,4.189799,0,-106,EmaRising(65.28)
522379,3.09,-106,44194.803528999,4.191099,0,-106,EmaRising(66.368)
522396,3.09,-106,44194.803541593,4.191099,0,-106,EmaRising(67.456)
522413,3.09,-106,44194.803554185,4.191099,0,-106,EmaRising(68.544)
522430,3.09,-106,44194.803566776,4.191099,0,-106,EmaRising(69.632)
522447,3.09,-106,44194.803579370,4.189799,0,-106,EmaRising(70.72)
522464,3.09,-106,44194.803591962,4.191099,0,-106,EmaRising(71.808)
522481,3.09,-106,44194.803604556,4.189799,0,-106,EmaRising(72.896)
522498,3.09,-106,44194.803617147,4.191099,0,-106,EmaRising(73.984)
522515,3.09,-106,44194.803629739,4.191099,0,-106,EmaRising(75.072)
522532,3.09,-106,44194.803642333,4.191099,0,-106,EmaRising(76.16)
522549,3.09,-106,44194.803654925,4.191099,0,-106,EmaRising(77.248)
522566,3.09,-106,44194.803667519,4.191099,17,-106,EmaRising(78.336)
522583,3.09,-106,44194.803680110,4.192398,17,-106,EmaRising(79.424)
522600,3.09,-106,44194.803692702,4.192398,17,-106,EmaRising(80.512)
522617,3.09,-106,44194.803705296,4.192398,17,-106,EmaRising(81.6)
522634,3.09,-106,44194.803717888,4.191099,17,-106,EmaRising(82.688)
522651,3.09,-106,44194.803730481,4.191099,17,-106,EmaRising(83.776)
522668,3.09,-106,44194.803743073,4.192398,17,-106,EmaRising(84.864)
522685,3.09,-106,44194.803755667,4.192398,17,-106,EmaRising(85.952)
522702,3.09,-106,44194.803768259,4.192398,17,-106,EmaRising(87.04)
522719,3.09,-106,44194.803780851,4.191099,17,-106,EmaRising(88.128)
522736,3.09,-106,44194.803793444,4.191099,17,-106,EmaRising(89.216)
522753,3.09,-106,44194.803806036,4.192398,17,-106,EmaRising(90.304)
522770,3.09,-106,44194.803818630,4.192398,17,-106,EmaRising(91.392)
522787,3.09,-106,44194.803831222,4.192398,17,-106,EmaRising(92.48)
522804,3.09,-106,44194.803843814,4.192398,17,-106,EmaRising(93.568)
522821,3.09,-106,44194.803856407,4.192398,17,-106,EmaRising(94.656)
522838,3.09,-106,44194.803868999,4.192398,17,-106,EmaRising(95.744)
522855,3.09,-106,44194.803881593,4.192398,17,-106,EmaRising(96.832)
522872,3.09,-106,44194.803894185,4.192398,17,-106,EmaRising(97.92)
522889,3.09,-106,44194.803906777,4.191099,17,-106,EmaRising(99.008)
522906,3.09,-106,44194.803919370,4.192398,17,-106,EmaRising(100.096)
522923,3.09,-106,44194.803931962,4.191099,17,-106,EmaRising(101.184)
522940,3.09,-106,44194.803944556,4.192398,17,-106,EmaRising(102.272)
522957,3.09,-106,44194.803957148,4.192398,17,-106,EmaRising(103.36)
522974,3.09,-106,44194.803969739,4.192398,17,-106,EmaRising(104.448)
522991,3.09,-103,44194.803982333,4.192398,17,-103,EmaRising(105.536)
